nctid,"search_query","facility",state,city,zip,latitude,longitude
NCT00027976,"James P. Wilmot Cancer Center at University of Rochester Medical Center, Rochester, New York 14642",James P. Wilmot Cancer Center at University of Rochester Medical Center,New York,Rochester,14642,,
NCT04738734,"Investigate MD, Scottsdale, Arizona 85255",Investigate MD,Arizona,Scottsdale,85255,,
NCT03769779,"International Research Services, Inc., Port Chester, New York 10573","International Research Services, Inc.",New York,Port Chester,10573,,
NCT00941278,"International Dermatology Research, Miami, Florida 33144","International Dermatology Research",Florida,Miami,33144,,
NCT01147172,"International Dermatology Research, Miami, Florida 33144",International Dermatology Research,Florida,Miami,33144,,
NCT02322086,"International Dermatology Research, Miami, Florida 33144","International Dermatology Research",Florida,Miami,33144,,
NCT01247818,"International Dermatology Research, Miami, Florida 33144",International Dermatology Research,Florida,Miami,33144,,
NCT04029545,"International Dermatology Research, Inc, Miami, Florida 33144","International Dermatology Research, Inc",Florida,Miami,33144,,
NCT03818555,"International Clinical Research, Murfreesboro, Tennessee 37130",International Clinical Research,Tennessee,Murfreesboro,37130,,
NCT05882084,"Integrative Skin Science and Research, Sacramento, California 95819",Integrative Skin Science and Research,California,Sacramento,95819,,
NCT04586816,"Integrative Skin Science and Research, Sacramento, California 95815",Integrative Skin Science and Research,California,Sacramento,95815,,
NCT05332743,"Integrative Skin Science and Research, Sacramento, California 95815","Integrative Skin Science and Research",California,Sacramento,95815,,
NCT06376409,"Integrative Skin Science and Research, Sacramento, California 95815",Integrative Skin Science and Research,California,Sacramento,95815,,
NCT04872946,"Integrative Skin Science and Research, Sacramento, California 95815",Integrative Skin Science and Research,California,Sacramento,95815,,
NCT04841694,"Integrative Skin Science and Research, Sacramento, California 95815",Integrative Skin Science and Research,California,Sacramento,95815,,
NCT04345094,"Integrative skin Science and Research, Sacramento, California 95815",Integrative skin Science and Research,California,Sacramento,95815,,
NCT06144541,"Integrative Skin Science & Research, Sacramento, California 95815","Integrative Skin Science & Research",California,Sacramento,95815,,
NCT06571721,"Integrative Research Institute, Sacramento, California 95819",Integrative Research Institute,California,Sacramento,95819,,
NCT03286283,"Institute for Integrated Aesthetics, Sarasota, Florida 34237",Institute for Integrated Aesthetics,Florida,Sarasota,34237,,
NCT05089851,"Infinity Skin Care, Coralville, Iowa 52241",Infinity Skin Care,Iowa,Coralville,52241,,
NCT02090894,"Indiana University Department of Dermatology, Indianapolis, Indiana 46202",Indiana University Department of Dermatology,Indiana,Indianapolis,46202,,
NCT00891774,"Image Dermatology, Montclair, New Jersey 07042",Image Dermatology,New Jersey,Montclair,07042,,
NCT06477172,"ICON Anti-aging and Aesthetics, Birmingham, Michigan 48009",ICON Anti-aging and Aesthetics,Michigan,Birmingham,48009,,
NCT03123016,"Icahn School of Medicine at Mount Sinai, New York, New York 10029",Icahn School of Medicine at Mount Sinai,New York,New York,10029,,
NCT02166138,"Hospital for Special Surgery, New York, New York 10021","Hospital for Special Surgery",New York,New York,10021,,
NCT02431494,"Hollywood Dermatology, Hollywood, Florida 33021",Hollywood Dermatology,Florida,Hollywood,33021,,
NCT04185909,"Holcomb-Kreithen Plastic Surgery and MedSpa, PLLC, Sarasota, Florida 34237","Holcomb-Kreithen Plastic Surgery and MedSpa, PLLC",Florida,Sarasota,34237,,
NCT06477172,"Hive Aesthetic LLC, Chicago, Illinois 60657",Hive Aesthetic LLC,Illinois,Chicago,60657,,
NCT02067260,"Hilltop Research, St. Petersburg, Florida 33710",Hilltop Research,Florida,St. Petersburg,33710,,
NCT01119651,"HillTop Research Corporation, St. Petersburg, Florida 33710",HillTop Research Corporation,Florida,St. Petersburg,33710,,
NCT01114841,"HillTop Research Corporation, Scottsdale, Arizona 85251","HillTop Research Corporation",Arizona,Scottsdale,85251,,
NCT01112787,"HillTop Research Corporation, Scottsdale, Arizona 85251",HillTop Research Corporation,Arizona,Scottsdale,85251,,
NCT01115322,"HillTop Research Corporation, Scottsdale, Arizona 85251",HillTop Research Corporation,Arizona,Scottsdale,85251,,
NCT00605956,"Hill Top Research, St. Petersburg, Florida 33710",Hill Top Research,Florida,St. Petersburg,33710,,
NCT01770860,"Hill Top Research, St. Petersburg, Florida 33710","Hill Top Research",Florida,St. Petersburg,33710,,
NCT00591331,"Hill Top Research, St. Petersburg, Florida 33710",Hill Top Research,Florida,St. Petersburg,33710,,
NCT00025051,"Herbert Irving Comprehensive Cancer Center at Columbia University, New York, New York 10032",Herbert Irving Comprehensive Cancer Center at Columbia University,New York,New York,10032,,
NCT01430195,"Henry Ford Medical Center, Detroit, Michigan 48202",Henry Ford Medical Center,Michigan,Detroit,48202,,
NCT05964907,"Henry Ford Medical Center, Detroit, Michigan 48202",Henry Ford Medical Center,Michigan,Detroit,48202,,
NCT02904798,"Henry Ford Hospital, Detroit, Michigan 48202",Henry Ford Hospital,Michigan,Detroit,48202,,
NCT03065582,"Henry Ford Hospital, Detroit, Michigan 48202",Henry Ford Hospital,Michigan,Detroit,48202,,
NCT00641420,"Henry Ford Health System, Detroit, Michigan 48202",Henry Ford Health System,Michigan,Detroit,48202,,
NCT03858543,"Henry Ford Health System, Detroit, Michigan 48202","Henry Ford Health System",Michigan,Detroit,48202,,
NCT05590585,"Heights Dermatology & Aesthetic Center - Heights Location, Houston, Texas 77008",Heights Dermatology & Aesthetic Center - Heights Location,Texas,Houston,77008,,
NCT01368965,"Harris Aesthetics, LLC, Chevy Chase, Maryland 20815","Harris Aesthetics, LLC",Maryland,Chevy Chase,20815,,
NCT06477172,"Haideh Hirmand MD, Aesthetic Plastic Surgery, New York, New York 10028","Haideh Hirmand MD, Aesthetic Plastic Surgery",New York,New York,10028,,
NCT03565341,"Hackensack University Medical Center - Skin Laser & Surgery Specialists Of NY & NJ, Hackensack, New Jersey 07601",Hackensack University Medical Center - Skin Laser & Surgery Specialists Of NY & NJ,New Jersey,Hackensack,07601,,
NCT02217228,"Gwinnett Dermatology, PC, Snellville, Georgia 30078","Gwinnett Dermatology, PC",Georgia,Snellville,30078,,
NCT03945383,"Great Lakes Clinical Trials, Chicago, Illinois 60640","Great Lakes Clinical Trials",Illinois,Chicago,60640,,
NCT02465775,"Gold Skincare, Nashville, Tennessee 37215",Gold Skincare,Tennessee,Nashville,37215,,
NCT03078647,"Girish Munavalli, Charlotte, North Carolina 28270",Girish Munavalli,North Carolina,Charlotte,28270,,
NCT06157567,"Gerrish MedEsthetics, Vienna, Virginia 22180",Gerrish MedEsthetics,Virginia,Vienna,22180,,
NCT02621593,"Gaster Eye Center, Beverly Hills, California 90211",Gaster Eye Center,California,Beverly Hills,90211,,
NCT00865878,"Fox Chase Cancer Center, Philadelphia, Pennsylvania 19111",Fox Chase Cancer Center,Pennsylvania,Philadelphia,19111,,
NCT06538415,"Food Science and Human Nutrition, Gainesville, Florida 32608","Food Science and Human Nutrition",Florida,Gainesville,32608,,
NCT04614753,"Food Science and Human Nutrition Department at University of Florida, Gainesville, Florida 32611",Food Science and Human Nutrition Department at University of Florida,Florida,Gainesville,32611,,
NCT04861623,"Food Science and Human Nutrition Department at University of Florida, Gainesville, Florida 32611","Food Science and Human Nutrition Department at University of Florida",Florida,Gainesville,32611,,
NCT05372419,"First OC Dermatology, Fountain Valley, California 92708",First OC Dermatology,California,Fountain Valley,92708,,
NCT05202834,"FA Corporation, Lincoln, Rhode Island 02865",FA Corporation,Rhode Island,Lincoln,02865,,
NCT06349356,"Eye Centers of Racine & Kenosha, Kenosha, Wisconsin 53142",Eye Centers of Racine & Kenosha,Wisconsin,Kenosha,53142,,
NCT05254925,"Eurofins | CRL, Inc., Piscataway, New Jersey 08854","Eurofins | CRL, Inc.",New Jersey,Piscataway,08854,,
NCT05537350,"Eurofins | CRL, Inc., Piscataway, New Jersey 08854","Eurofins | CRL, Inc.",New Jersey,Piscataway,08854,,
NCT05254912,"Eurofins | CRL, Inc., Piscataway, New Jersey 08854","Eurofins | CRL, Inc.",New Jersey,Piscataway,08854,,
NCT07054710,"Eurofins CRL Cosmetics, Inc, Piscataway, New Jersey 08854","Eurofins CRL Cosmetics, Inc",New Jersey,Piscataway,08854,,
NCT01771679,"eStudy Site, La Mesa, California 91942",eStudy Site,California,La Mesa,91942,,
NCT02600104,"Eric F. Bernstein, Ardmore, Pennsylvania 19003",Eric F. Bernstein,Pennsylvania,Ardmore,19003,,
NCT05372419,"Encore Medical Research of Boynton Beach, Boynton Beach, Florida 33436",Encore Medical Research of Boynton Beach,Florida,Boynton Beach,33436,,
NCT00594425,"DuPage Medical Group, Naperville, Illinois 60563",DuPage Medical Group,Illinois,Naperville,60563,,
NCT02754479,"DuPage Medical Group, Naperville, Illinois 60563","DuPage Medical Group",Illinois,Naperville,60563,,
NCT02763072,"DuPage Medical Group, Naperville, Illinois 60563","DuPage Medical Group",Illinois,Naperville,60563,,
NCT02748928,"DuPage Medical Group, Naperville, Illinois 60563",DuPage Medical Group,Illinois,Naperville,60563,,
NCT00673933,"DuPage Medical Group, Naperville, Illinois 60563",DuPage Medical Group,Illinois,Naperville,60563,,
NCT02755467,"DuPage Medical Group, Naperville, Illinois 60563",DuPage Medical Group,Illinois,Naperville,60563,,
NCT00891774,"DuPage Medical Group Clinical Research, Naperville, Illinois 60563","DuPage Medical Group Clinical Research",Illinois,Naperville,60563,,
NCT05590585,"Duke University Medical Center, Durham, North Carolina 27710",Duke University Medical Center,North Carolina,Durham,27710,,
NCT02592993,"Dr. Jerome M. Garden, Chicago, Illinois 60611",Dr. Jerome M. Garden,Illinois,Chicago,60611,,
NCT02592993,"Dr. Eric F. Bernstein, Ardmore, Pennsylvania 19003",Dr. Eric F. Bernstein,Pennsylvania,Ardmore,19003,,
NCT06477172,"Dr. Christie, West Hollywood, California 90069",Dr. Christie,California,West Hollywood,90069,,
NCT03115944,"Dr. Brian S. Biesman, Nashville, Tennessee 37203",Dr. Brian S. Biesman,Tennessee,Nashville,37203,,
NCT04616898,"Dr. Brian Kinney Plastic Surgeon, Beverly Hills, California 90212","Dr. Brian Kinney Plastic Surgeon",California,Beverly Hills,90212,,
NCT03573271,"Dr A Jay Burns Cosmetic Surgery, Dallas, Texas 75231","Dr A Jay Burns Cosmetic Surgery",Texas,Dallas,75231,,
NCT03583918,"Dr A Jay Burns Cosmetic Surgery, Dallas, Texas 75231",Dr A Jay Burns Cosmetic Surgery,Texas,Dallas,75231,,
NCT03228641,"Dr A Jay Burns Cosmetic Surgery, Dallas, Texas 75231",Dr A Jay Burns Cosmetic Surgery,Texas,Dallas,75231,,
NCT05356754,"Diablo Clinical Research, Walnut Creek, California 94398",Diablo Clinical Research,California,Walnut Creek,94398,,
NCT00891774,"Desert Dermatology Medical Associates, Rancho Mirage, California 92270",Desert Dermatology Medical Associates,California,Rancho Mirage,92270,,
NCT03402893,"DermResearch, PLLC, Louisville, Kentucky 40217","DermResearch, PLLC",Kentucky,Louisville,40217,,
NCT01038869,"DermResearch, PLLC, Louisville, Kentucky 40217","DermResearch, PLLC",Kentucky,Louisville,40217,,
NCT01160848,"DermResearch, Inc., Austin, Texas 78759","DermResearch, Inc.",Texas,Austin,78759,,
NCT02932267,"Dermresearch, Austin, Texas 78759",Dermresearch,Texas,Austin,78759,,
NCT02322086,"DermResearch Inc., Austin, Texas 78759",DermResearch Inc.,Texas,Austin,78759,,
NCT01347879,"DermResearch Inc, Austin, Texas 78759",DermResearch Inc,Texas,Austin,78759,,
NCT02260180,"DermReseach, Inc., Austin, Texas 78759","DermReseach, Inc.",Texas,Austin,78759,,
NCT01940445,"Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC, Charlotte, North Carolina 28207","Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC",North Carolina,Charlotte,28207,,
NCT01504061,"Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC, Charlotte, North Carolina 28207","Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC",North Carolina,Charlotte,28207,,
NCT04296201,"Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC, Charlotte, North Carolina 28207","Dermatology, Laser, and Vein Specialists of the Carolinas, PLLC",North Carolina,Charlotte,28207,,
NCT03409952,"Dermatology, Laser, and Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser, and Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT03415685,"Dermatology, Laser, and Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser, and Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT06415435,"Dermatology, Laser & Vein Specialists of the Carolinas, PLLC, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas, PLLC",North Carolina,Charlotte,28207,,
NCT05091788,"Dermatology, Laser & Vein Specialists of the Carolinas, PLLC, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas, PLLC",North Carolina,Charlotte,28207,,
NCT01810484,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 98207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,98207,,
NCT04153188,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT02622594,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT04146584,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT02217228,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT03383705,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT04738734,"Dermatology, Laser & Vein Specialists of the Carolinas, Charlotte, North Carolina 28207","Dermatology, Laser & Vein Specialists of the Carolinas",North Carolina,Charlotte,28207,,
NCT01368965,"Dermatology, Cosmetic & Laser Surgery, Rockville, Maryland 20852","Dermatology, Cosmetic & Laser Surgery",Maryland,Rockville,20852,,
NCT00594425,"Dermatology Treatment & Research, Dallas, Texas 75230",Dermatology Treatment & Research,Texas,Dallas,75230,,
NCT01247818,"Dermatology Specialists, Inc., Oceanside, California 92056","Dermatology Specialists, Inc.",California,Oceanside,92056,,
NCT01347879,"Dermatology Specialists Inc, Oceanside, California 92056","Dermatology Specialists Inc",California,Oceanside,92056,,
NCT01147172,"Dermatology Research Institute, LLC, Coral Gables, Florida 33146","Dermatology Research Institute, LLC",Florida,Coral Gables,33146,,
NCT00594425,"Dermatology Research Center, Inc., Salt Lake City, Utah 84124","Dermatology Research Center, Inc.",Utah,Salt Lake City,84124,,
NCT05372419,"Dermatology Research Associates, Los Angeles, California 90045",Dermatology Research Associates,California,Los Angeles,90045,,
NCT06469398,"Dermatology of Boca, Boca Raton, Florida 33431",Dermatology of Boca,Florida,Boca Raton,33431,,
NCT01347879,"Dermatology Institute, DuPage Medical Group, Naperville, Illinois 60563","Dermatology Institute, DuPage Medical Group",Illinois,Naperville,60563,,
NCT00933543,"Dermatology Institute of DuPage Medical Group, Naperville, Illinois 60563",Dermatology Institute of DuPage Medical Group,Illinois,Naperville,60563,,
NCT03818555,"Dermatology Institute of Boston, Boston, Massachusetts 02116",Dermatology Institute of Boston,Massachusetts,Boston,02116,,
NCT01995604,"Dermatology Cosmetic Laser Medical Associates of LaJolla, Inc., San Diego, California 92121","Dermatology Cosmetic Laser Medical Associates of LaJolla, Inc.",California,San Diego,92121,,
NCT02095756,"Dermatology Cosmetic Laser Medical Associates of La Jolla, Inc., San Diego, California 92121","Dermatology Cosmetic Laser Medical Associates of La Jolla, Inc.",California,San Diego,92121,,
NCT03241563,"Dermatology Cosmetic Laser Medical Associates of La Jolla, Inc., San Diego, California 92121","Dermatology Cosmetic Laser Medical Associates of La Jolla, Inc.",California,San Diego,92121,,
NCT05171894,"Dermatology Cosmetic Associates of La Jolla, Inc. d/b/a West Dermatology Research Center, San Diego, California 92121","Dermatology Cosmetic Associates of La Jolla, Inc. d/b/a West Dermatology Research Center",California,San Diego,92121,,
NCT05094700,"Dermatology Consulting Services, PLLC, High Point, North Carolina 27262","Dermatology Consulting Services, PLLC",North Carolina,High Point,27262,,
NCT06415279,"Dermatology Consulting Services, PLLC, High Point, North Carolina 27262","Dermatology Consulting Services, PLLC",North Carolina,High Point,27262,,
NCT05226143,"Dermatology Consulting Services, PLLC, High Point, North Carolina 27262","Dermatology Consulting Services, PLLC",North Carolina,High Point,27262,,
NCT06415292,"Dermatology Consulting Services, PLLC, High Point, North Carolina 27262","Dermatology Consulting Services, PLLC",North Carolina,High Point,27262,,
NCT04740892,"Dermatology Consulting Services, PLLC, High Point, North Carolina 27262","Dermatology Consulting Services, PLLC",North Carolina,High Point,27262,,
NCT06425900,"Dermatology Consulting Services, PLLC, High Point, North Carolina 27262","Dermatology Consulting Services, PLLC",North Carolina,High Point,27262,,
NCT06362941,"Dermatology Consulting Services, High Point, North Carolina 27262","Dermatology Consulting Services",North Carolina,High Point,27262,,
NCT06097871,"Dermatology Consulting Services, High Point, North Carolina 27262","Dermatology Consulting Services",North Carolina,High Point,27262,,
NCT06357221,"Dermatology Consulting Services, High Point, North Carolina 27262",Dermatology Consulting Services,North Carolina,High Point,27262,,
NCT00991198,"Dermatology Consultants Inc, High Point, North Carolina 27262",Dermatology Consultants Inc,North Carolina,High Point,27262,,
NCT05372419,"Dermatology Clinical Research Center of San Antonio, San Antonio, Texas 78229",Dermatology Clinical Research Center of San Antonio,Texas,San Antonio,78229,,
NCT00594425,"Dermatology Associates of Rochester, Rochester, New York 14623",Dermatology Associates of Rochester,New York,Rochester,14623,,
NCT00933543,"Dermatology Associates of Rochester, Rochester, New York 14623","Dermatology Associates of Rochester",New York,Rochester,14623,,
NCT04640207,"Dermatology Associates of Plymouth Meeting, P.C., Plymouth Meeting, Pennsylvania 19762","Dermatology Associates of Plymouth Meeting, P.C.",Pennsylvania,Plymouth Meeting,19762,,
NCT05590585,"Dermatology and Skin Cancer Specialists, LLC dba US Dermatology Partners, Rockville, Maryland 20850","Dermatology and Skin Cancer Specialists, LLC dba US Dermatology Partners",Maryland,Rockville,20850,,
NCT04153188,"Dermatology & Laser Surgery Center, Houston, Texas 77030","Dermatology & Laser Surgery Center",Texas,Houston,77030,,
NCT04146584,"Dermatology & Laser Surgery Center, Houston, Texas 77030",Dermatology & Laser Surgery Center,Texas,Houston,77030,,
NCT02217228,"Dermatology & Laser Center of Charleston, Charleston, South Carolina 29414","Dermatology & Laser Center of Charleston",South Carolina,Charleston,29414,,
NCT04738734,"Dermatology & Laser Center of Charleston, Charleston, South Carolina 29414",Dermatology & Laser Center of Charleston,South Carolina,Charleston,29414,,
NCT05372419,"Dermatology & Laser Center of Charleston, Charleston, South Carolina 29407",Dermatology & Laser Center of Charleston,South Carolina,Charleston,29407,,
NCT01147172,"Derm Research, Inc., Austin, Texas 78759","Derm Research, Inc.",Texas,Austin,78759,,
NCT01359735,"Derm Research PLC, Louisville, Kentucky 40217",Derm Research PLC,Kentucky,Louisville,40217,,
NCT04181476,"Department of Dermatology, Henry Ford Medical Center, 3031 West Grand Boulevard,, Detroit, Michigan 48202","Department of Dermatology, Henry Ford Medical Center, 3031 West Grand Boulevard,",Michigan,Detroit,48202,,
NCT00478751,"Department of Dermatology, Henry Ford Medical Center, 3031 West Grand Boulevard,, Detroit, Michigan 48202","Department of Dermatology, Henry Ford Medical Center, 3031 West Grand Boulevard,",Michigan,Detroit,48202,,
NCT01212172,"Department of Dermatology Clinical Research, Irvine, California 92697",Department of Dermatology Clinical Research,California,Irvine,92697,,
NCT00891774,"Denova Research, Chicago, Illinois 60611",Denova Research,Illinois,Chicago,60611,,
NCT01950065,"DeNova Research, Chicago, Illinois 60611",DeNova Research,Illinois,Chicago,60611,,
NCT06161246,"DeNova Research, Chicago, Illinois 60611",DeNova Research,Illinois,Chicago,60611,,
NCT04910945,"DeNova Research, Chicago, Illinois 60611",DeNova Research,Illinois,Chicago,60611,,
NCT01225354,"DeNova Research, Chicago, Illinois 60611",DeNova Research,Illinois,Chicago,60611,,
NCT00933543,"DeNova Research, Chicago, Illinois 60611",DeNova Research,Illinois,Chicago,60611,,
NCT05091788,"DeNova Research, Chicago, Illinois 60611",DeNova Research,Illinois,Chicago,60611,,
NCT06473974,"Delux Health Centre, LLC,, Miami Lakes, Florida 33014","Delux Health Centre, LLC,",Florida,Miami Lakes,33014,,
NCT02526576,"Delmont Surgery Center, Delmont, Pennsylvania 15601",Delmont Surgery Center,Pennsylvania,Delmont,15601,,
NCT02621593,"Dell Laser Consultants, Austin, Texas 78746","Dell Laser Consultants",Texas,Austin,78746,,
NCT01347879,"Deaconess Clinic Inc, Evansville, Indiana 47713",Deaconess Clinic Inc,Indiana,Evansville,47713,,
NCT01796626,"DCLA, San Diego, California",DCLA,California,San Diego,nan,,
NCT03906253,"Dayton VA Medical Center, Dayton, Ohio 45428",Dayton VA Medical Center,Ohio,Dayton,45428,,
NCT06778434,"Dayton VA Medical Center, Dayton, OH, Dayton, Ohio 45428","Dayton VA Medical Center, Dayton, OH",Ohio,Dayton,45428,,
NCT05372419,"Dawes Fretzin Clinical Research Group, LLC, Indianapolis, Indiana 46250","Dawes Fretzin Clinical Research Group, LLC",Indiana,Indianapolis,46250,,
NCT06477172,"Davis Cosmedic Plastic Surgery, Cherry Hill, New Jersey 08003","Davis Cosmedic Plastic Surgery",New Jersey,Cherry Hill,08003,,
NCT00702507,"David Rodriguez, MD, Coral Gables, Florida 33134","David Rodriguez, MD",Florida,Coral Gables,33134,,
NCT00981461,"David Goldberg, MD, Hackensack, New Jersey","David Goldberg, MD",New Jersey,Hackensack,nan,,
NCT00947219,"David Goldberg, M.D., Hackensack, New Jersey 07601","David Goldberg, M.D.",New Jersey,Hackensack,07601,,
NCT03340532,"Dana Farber Cancer Institute, Boston, Massachusetts 02115",Dana Farber Cancer Institute,Massachusetts,Boston,02115,,
NCT01950065,"Dallas Plastic Surgery Institute, Dallas, Texas 75231","Dallas Plastic Surgery Institute",Texas,Dallas,75231,,
NCT03793348,"Dallas Plastic Surgery Institute, Dallas, Texas 75231",Dallas Plastic Surgery Institute,Texas,Dallas,75231,,
NCT06502470,"Dallas Plastic Surgery Institute, Dallas, Texas 75231",Dallas Plastic Surgery Institute,Texas,Dallas,75231,,
NCT06421207,"Dallas Plastic Surgery Institute, Dallas, Texas 75231",Dallas Plastic Surgery Institute,Texas,Dallas,75231,,
NCT06477172,"Dallas Plastic Surgery Institute, Dallas, Texas 75225",Dallas Plastic Surgery Institute,Texas,Dallas,75225,,
NCT00450775,"Dadeland Dermatology, Coral Gables, Florida 33134","Dadeland Dermatology",Florida,Coral Gables,33134,,
NCT05097157,"Cynosure, Westford, Massachusetts 01886",Cynosure,Massachusetts,Westford,01886,,
NCT05987319,"Cynosure, Inc., Westford, Massachusetts 01886","Cynosure, Inc.",Massachusetts,Westford,01886,,
NCT06023303,"Cynosure, Inc, Westford, Massachusetts 01886","Cynosure, Inc",Massachusetts,Westford,01886,,
NCT01813760,"Cynosure, Inc, Westford, Massachusetts 01886","Cynosure, Inc",Massachusetts,Westford,01886,,
NCT03470012,"cyberDERM, inc., Broomall, Pennsylvania 19008","cyberDERM, inc.",Pennsylvania,Broomall,19008,,
NCT00964366,"cyberDERM, Broomall, Pennsylvania 19008",cyberDERM,Pennsylvania,Broomall,19008,,
NCT01354106,"cyberDERM, Broomall, Pennsylvania 19008",cyberDERM,Pennsylvania,Broomall,19008,,
NCT02935660,"Cutera Research Clinic, Brisbane, California 94005",Cutera Research Clinic,California,Brisbane,94005,,
NCT02910492,"Cutera Research Clinic, Brisbane, California 94005",Cutera Research Clinic,California,Brisbane,94005,,
NCT02635880,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT04695691,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03430921,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03285581,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03433417,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03290547,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT01885871,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT02888626,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03424148,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03424304,"Cutera Research Center, Brisbane, California 94005","Cutera Research Center",California,Brisbane,94005,,
NCT02873104,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03018587,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT03284333,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT02756806,"Cutera Research Center, Brisbane, California 94005",Cutera Research Center,California,Brisbane,94005,,
NCT05372419,"Cura Clinical Research, Sherman Oaks, California 91403","Cura Clinical Research",California,Sherman Oaks,91403,,
NCT05372419,"Cura Clinical Research, Palmdale, California 93551",Cura Clinical Research,California,Palmdale,93551,,
NCT00473317,"Creighton University, Omaha, Nebraska 68131",Creighton University,Nebraska,Omaha,68131,,
NCT02321644,"Covance-Daytona Beach, Daytona Beach, Florida 32117",Covance-Daytona Beach,Florida,Daytona Beach,32117,,
NCT06333067,"Costal Skin & Eye Institute, La Mesa, California 91942",Costal Skin & Eye Institute,California,La Mesa,91942,,
NCT05359419,"Cosmetic Laser Dermatology/West Dermatology Research Center, San Diego, California 92121","Cosmetic Laser Dermatology/West Dermatology Research Center",California,San Diego,92121,,
NCT04096742,"Cosmetic Laser Dermatology/West Dermatology Research Center, San Diego, California 92121",Cosmetic Laser Dermatology/West Dermatology Research Center,California,San Diego,92121,,
NCT02681224,"Cosmetic Laser Dermatology, San Diego, California 92121",Cosmetic Laser Dermatology,California,San Diego,92121,,
NCT03559972,"Cosmetic Laser Dermatology, San Diego, California 92121","Cosmetic Laser Dermatology",California,San Diego,92121,,
NCT04137263,"Cosmetic Laser Dermatology, San Diego, California 92121",Cosmetic Laser Dermatology,California,San Diego,92121,,
NCT03639883,"Cosmetic Laser Dermatology, San Diego, California 92121","Cosmetic Laser Dermatology",California,San Diego,92121,,
NCT04214873,"Cosmetic Laser Dermatology, A West Dermatology Company, San Diego, California 92121","Cosmetic Laser Dermatology, A West Dermatology Company",California,San Diego,92121,,
NCT01597323,"Cosmetic & Reconstructive Plastic Surgery, Great Neck, New York 11021","Cosmetic & Reconstructive Plastic Surgery",New York,Great Neck,11021,,
NCT04185909,"Contemporary Plastic Surgery, Jacksonville, Florida 32216","Contemporary Plastic Surgery",Florida,Jacksonville,32216,,
NCT04356456,"Consumer product testing (CPT), Fairfield, New Jersey 07004",Consumer product testing (CPT),New Jersey,Fairfield,07004,,
NCT02910505,"Connecticut Skin Institute, Stamford, Connecticut 06905",Connecticut Skin Institute,Connecticut,Stamford,06905,,
NCT02910492,"Connecticut Skin Institute, Stamford, Connecticut 06905",Connecticut Skin Institute,Connecticut,Stamford,06905,,
NCT06157567,"Concierge Medical Arts, Fayetteville, North Carolina 28306",Concierge Medical Arts,North Carolina,Fayetteville,28306,,
NCT05372419,"Complete Dermatology, Sugar Land, Texas 77479","Complete Dermatology",Texas,Sugar Land,77479,,
