nctId,status,enrollment,enrollment_type,last_update_year,extracted_score,Type_I,Type_II,Type_III,Type_IV,Type_V,Type_VI,facility,city,state,zip,latitude,longitude,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_Black_or_African_American,Race_White,Race_More_than_one_race,Race_Unknown_or_Not_Reported,search_query,place_name,phase,central_contacts,overall_officials
NCT04203745,COMPLETED,26.0,ACTUAL,2023,I-V,1,1,1,1,1,0,Candela Institute for Excellence,Marlborough,Massachusetts,01752,42.3539024,-71.5825598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Candela Institute for Excellence, Marlborough, Massachusetts 01752",Candela Medical Corporation,NA,[],"[{'name': 'Konika P Schallen, M.D.', 'affiliation': 'Candela Corporation', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06157567,ACTIVE_NOT_RECRUITING,500.0,ESTIMATED,2025,I-VI,1,1,1,1,1,1,Candela Institue for Excellence,Marlborough,Massachusetts,01752,42.3539024,-71.5825598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Candela Institue for Excellence, Marlborough, Massachusetts 01752",Candela Medical Corporation,NA,[],"[{'name': 'Konika Schallen, MD', 'affiliation': 'Candela Institue for Exellence', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06202274,ACTIVE_NOT_RECRUITING,500.0,ESTIMATED,2025,I-VI,1,1,1,1,1,1,Candela Institue for Excellence,Marlborough,Massachusetts,01752,42.3539024,-71.5825598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Candela Institue for Excellence, Marlborough, Massachusetts 01752",Candela Medical Corporation,NA,[],"[{'name': 'Konika P Schallen, MD', 'affiliation': 'Candela Institue for Exellence', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05590585,COMPLETED,124.0,ACTUAL,2024,IV,0,0,0,1,0,0,Callender Dermatology and Cosmetic Center,Glenn Dale,Maryland,20769,38.9643295,-76.79606749999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Callender Dermatology and Cosmetic Center, Glenn Dale, Maryland 20769",Callender Dermatology and Cosmetic Center,PHASE4,[],"[{'name': 'Clinical Trial Management', 'affiliation': 'Regeneron Pharmaceuticals', 'role': 'STUDY_DIRECTOR'}]"
NCT00891774,COMPLETED,172.0,ACTUAL,2019,"IV, V, VI",0,0,0,1,1,1,Callender Center for Clinical Research,Mitchellville,Maryland,20721,38.9643295,-76.79606749999999,4.0,6.0,0.0,135.0,17.0,0.0,10.0,"Callender Center for Clinical Research, Mitchellville, Maryland 20721",Callender Dermatology and Cosmetic Center,NA,[],"[{'name': 'David Shoshani, MD', 'affiliation': 'Colbar/OrthoDermatologics', 'role': 'STUDY_DIRECTOR'}]"
NCT02643628,COMPLETED,45.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Nashville,Tennessee,37203,36.16589,-86.78444,0.0,8.0,4.0,4.0,68.0,4.0,0.0,SKIP,,NA,[],"[{'name': 'Nancy Seretta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT03327311,COMPLETED,10.0,ACTUAL,2017,I-III,1,1,1,0,0,0,Call Suneva for Info,Danville,California,94506,37.82159,-121.99996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SKIP,,N/A,[],"[{'name': 'Nancy Seretta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Beverly Hills,California,90210,34.07362,-118.40036,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Los Angeles,California,90036,34.05223,-118.24368,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,San Diego,California,92121,32.71571,-117.16472,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Santa Monica,California,90404,34.01949,-118.49138,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Miami Beach,Florida,33137,25.79065,-80.13005,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,St. Petersburg,Florida,33716,27.77086,-82.67927,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Glenn Dale,Maryland,20769,38.98761,-76.82053,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Wellesley,Massachusetts,02481,42.29649,-71.29256,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Houston,Texas,77056,29.76328,-95.36327,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01559922,COMPLETED,175.0,ACTUAL,2019,All,1,1,1,1,1,1,Call Suneva for Info,Spokane,Washington,99204,47.65966,-117.42908,4.0,16.0,2.0,56.0,216.0,0.0,0.0,SKIP,,PHASE3,[],"[{'name': 'Nancy Serreta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT02642627,COMPLETED,42.0,ACTUAL,2020,All,1,1,1,1,1,1,Call Suneva for Info,Houston,Texas,77494,29.76328,-95.36327,1.0,2.0,0.0,10.0,26.0,3.0,0.0,SKIP,,NA,[],"[{'name': 'Nancy Seretta', 'affiliation': 'Suneva Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT04029545,TERMINATED,5.0,ACTUAL,2021,All,1,1,1,1,1,1,California Dermatology & Clinical Research Institute,Encinitas,California,92024,33.0547131,-117.2873311,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"California Dermatology & Clinical Research Institute, Encinitas, California 92024",CA Dermatology & Clinical Research Institute,PHASE3,[],"[{'name': 'Stacy R Smith, MD', 'affiliation': 'California Dermatology & Clinical Research Institute', 'role': 'STUDY_DIRECTOR'}]"
NCT05590585,COMPLETED,124.0,ACTUAL,2024,IV,0,0,0,1,0,0,"C2 Research Center, LLC",Montgomery,Alabama,36117,33.4648232,-86.78124090000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"C2 Research Center, LLC, Montgomery, Alabama 36117",Central Alabama Research,PHASE4,[],"[{'name': 'Clinical Trial Management', 'affiliation': 'Regeneron Pharmaceuticals', 'role': 'STUDY_DIRECTOR'}]"
NCT01438047,WITHDRAWN,0.0,ACTUAL,2014,I-VI,1,1,1,1,1,1,BWH,Boston,Massachusetts,02115,42.3361779,-71.1068499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BWH, Boston, Massachusetts 02115",Brigham and Women's Hospital,N/A,[],"[{'name': 'Benjamin J Vakoc, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT02067260,COMPLETED,,,2014,"I, II, III, IV",1,1,1,1,0,0,Burke Pharmaceutical Research,Hot Springs,Arkansas,71913,34.4664185,-93.0582495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Burke Pharmaceutical Research, Hot Springs, Arkansas 71913",Burke Pharmaceutical Research,NA,[],[]
NCT05423873,COMPLETED,33.0,ACTUAL,2022,I-V,1,1,1,1,1,0,"Brian S. Biesman, M.D.",Nashville,Tennessee,37203,36.1550413,-86.8097162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Brian S. Biesman, M.D., Nashville, Tennessee 37203","Brian S. Biesman, M.D.",NA,[],[]
NCT01113606,COMPLETED,,,2010,I-IV,1,1,1,1,0,0,Brevard Plastic Surgery and Skin Institute,Melbourne,Florida,32901,28.2191444,-80.67524159999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Brevard Plastic Surgery and Skin Institute, Melbourne, Florida 32901",Dermatology + Plastic Surgery: For Your Best Self,PHASE4,[],[]
NCT05877833,COMPLETED,45.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Brennal Pierre,Milford,Connecticut,06460,41.2231677,-73.0466063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Brennal Pierre, Milford, Connecticut 06460",Broken Crystal Tattoo Studio,N/A,[],[]
NCT03395678,WITHDRAWN,0.0,ACTUAL,2019,III-VI,0,0,1,1,1,1,Boston Medical Center,Boston,Massachusetts,02118,42.3347657,-71.0734619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Boston Medical Center, Boston, Massachusetts 02118",Boston Medical Center,NA,[],"[{'name': 'Hye Jin Chung, MD, MMS', 'affiliation': 'Boston University Department of Dermatology', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01113606,COMPLETED,,,2010,I-IV,1,1,1,1,0,0,Body Aesthetic Plastic Surgery,St Louis,Missouri,63141,38.673969,-90.471109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Body Aesthetic Plastic Surgery, St Louis, Missouri 63141",Body Aesthetic Plastic Surgery & Skincare Center,PHASE4,[],[]
NCT01967277,COMPLETED,44.0,ACTUAL,2015,All,1,1,1,1,1,1,Bodian Dermatology,Great Neck,New York,11021,40.7885657,-73.7281244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bodian Dermatology, Great Neck, New York 11021",Bodian Dermatology Group and Medical Day Spa,NA,[],"[{'name': 'Raymond R. Blanche, BA', 'affiliation': 'NST Consulting, LLC', 'role': 'STUDY_DIRECTOR'}]"
NCT04695691,COMPLETED,104.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Blackhawk Plastic Surgery,Danville,California,94506,37.8004325,-121.9196217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Blackhawk Plastic Surgery, Danville, California 94506",Blackhawk Plastic Surgery & MedSpa,NA,[],[]
NCT04450602,COMPLETED,46.0,ACTUAL,2020,I-IV,1,1,1,1,0,0,Biometrix,San Francisco,California,94127,37.7302945,-122.4704921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Biometrix, San Francisco, California 94127","Biometrix, Inc.",NA,[],"[{'name': 'Luciano Marra (Medical Director), PhD', 'affiliation': 'Arbor Life Labs', 'role': 'STUDY_DIRECTOR'}]"
NCT04450589,COMPLETED,46.0,ACTUAL,2020,I-IV,1,1,1,1,0,0,Biometrix,San Francisco,California,94127,37.7302945,-122.4704921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Biometrix, San Francisco, California 94127","Biometrix, Inc.",NA,[],"[{'name': 'Luciano Marra (Medical Director), PhD', 'affiliation': 'Arbor Life Labs', 'role': 'STUDY_DIRECTOR'}]"
NCT03375957,COMPLETED,240.0,ACTUAL,2018,I-IV,1,1,1,1,0,0,"Bio-Kinetic Clinical Applications, LLC",Springfield,Missouri,65802,37.2030672,-93.3169995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bio-Kinetic Clinical Applications, LLC, Springfield, Missouri 65802",QPS Study Campus,PHASE1,[],"[{'name': 'Philippe Prokocimer, MD', 'affiliation': 'CMO', 'role': 'STUDY_DIRECTOR'}]"
NCT03301870,COMPLETED,36.0,ACTUAL,2019,I-IV,1,1,1,1,0,0,"Bio-Kinetic Clinical Applications, LLC",Springfield,Missouri,65802,37.2030672,-93.3169995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bio-Kinetic Clinical Applications, LLC, Springfield, Missouri 65802",QPS Study Campus,PHASE1,[],"[{'name': 'Philippe Prokocimer, MD', 'affiliation': 'Sponsor CMO', 'role': 'STUDY_DIRECTOR'}]"
NCT01801826,COMPLETED,61.0,ACTUAL,2015,"I, II, III, IV",1,1,1,1,0,0,Beverly Hills International Center for Aesthetic Surgery,Beverly Hills,California,90211,34.0649733,-118.376737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beverly Hills International Center for Aesthetic Surgery, Beverly Hills, California 90211",Beverly Hills Int'l Center for Aesthetic Surgery,N/A,[],"[{'name': 'Larry K Fan, MD', 'affiliation': '77 Plastic Surgery', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04910945,RECRUITING,70.0,ESTIMATED,2024,All,1,1,1,1,1,1,Berman Skin Institute,Los Altos,California,94022,37.4052894,-122.1196093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Berman Skin Institute, Los Altos, California 94022",Berman Skin Institute | Medical & Cosmetic Dermatology,NA,"[{'name': 'Matthew Gronski, PhD', 'role': 'CONTACT', 'phone': '888-907-0115', 'email': 'mgronski@venusconcept.com'}]","[{'name': 'Matthew Gronski, PhD', 'affiliation': 'Venus Concept', 'role': 'STUDY_DIRECTOR'}]"
NCT02174393,COMPLETED,15.0,ACTUAL,2016,"III, IV, V, VI",0,0,1,1,1,1,Bergen Dermatology,Englewood Cliffs,New Jersey,07632,40.8894571,-74.05745329999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bergen Dermatology, Englewood Cliffs, New Jersey 07632",Bergen Dermatology,NA,[],"[{'name': 'Naana Boakye, MD', 'affiliation': 'Englewood Hospital and Medical Center', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06477172,RECRUITING,500.0,ESTIMATED,2025,All,1,1,1,1,1,1,BelleSante,Scottsdale,Arizona,85260,33.5826431,-111.8975097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BelleSante, Scottsdale, Arizona 85260","BelleSante by Kristine Romine, MD",N/A,"[{'name': 'Lisa Campbell, PhD', 'role': 'CONTACT', 'phone': '858-997-7447', 'email': 'lisa.campbell@acorn.me'}]","[{'name': 'Drew Taylor, PhD', 'affiliation': 'Acorn Biolabs', 'role': 'STUDY_CHAIR'}]"
NCT06469398,ACTIVE_NOT_RECRUITING,50.0,ACTUAL,2025,I-VI,1,1,1,1,1,1,Bellaire Dermatology Associates,Bellaire,Texas,77401,29.7099195,-95.4589834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bellaire Dermatology Associates, Bellaire, Texas 77401",Bellaire Dermatology,NA,[],[]
NCT06477172,RECRUITING,500.0,ESTIMATED,2025,All,1,1,1,1,1,1,Behr Laser & Skin Care Center,Fresno,California,93720,36.8400139,-119.7615335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Behr Laser & Skin Care Center, Fresno, California 93720",Behr Laser & Skin Care Center,N/A,"[{'name': 'Lisa Campbell, PhD', 'role': 'CONTACT', 'phone': '858-997-7447', 'email': 'lisa.campbell@acorn.me'}]","[{'name': 'Drew Taylor, PhD', 'affiliation': 'Acorn Biolabs', 'role': 'STUDY_CHAIR'}]"
NCT00585247,COMPLETED,27.0,ACTUAL,2022,I-VI,1,1,1,1,1,1,Beckman Laser Institute Medical and Surgical Cilnic,Irvine,California,92612,33.6440797,-117.8499546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beckman Laser Institute Medical and Surgical Cilnic, Irvine, California 92612",UCI Health Beckman Laser Institute & Medical Clinic,NA,[],"[{'name': 'Kristen M Kelly, M.D', 'affiliation': 'Beckman Laser Institute University of California Irvine', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00585715,COMPLETED,22.0,ACTUAL,2022,I-IV,1,1,1,1,0,0,Beckman Laser Institute,Irvine,California,92697,33.6440797,-117.8499546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Beckman Laser Institute, Irvine, California 92697",UCI Health Beckman Laser Institute & Medical Clinic,NA,[],"[{'name': 'Kristen M Kelly, M.D.', 'affiliation': 'University of California, Irvine', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05027282,COMPLETED,28.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Bausch Site 001,Dallas,Texas,75225,32.78306,-96.80667,0.0,5.0,0.0,1.0,18.0,0.0,4.0,SKIP,,NA,[],"[{'name': 'Varsha Bhatt', 'affiliation': 'Bausch Health', 'role': 'STUDY_DIRECTOR'}]"
NCT02748928,COMPLETED,62.0,ACTUAL,2019,I-VI,1,1,1,1,1,1,"Baumann Cosmetic and Research Institute, Inc",Miami,Florida,33137,25.8176121,-80.1887734,3.0,3.0,1.0,3.0,52.0,0.0,0.0,"Baumann Cosmetic and Research Institute, Inc, Miami, Florida 33137",Design Dermatology and Aesthetics,NA,[],"[{'name': 'Ruthie Amir, MD', 'affiliation': 'Syneron Medical', 'role': 'STUDY_DIRECTOR'}]"
NCT01787461,COMPLETED,194.0,ACTUAL,2015,I-IV,1,1,1,1,0,0,Baumann Cosmetic and Research Institute,Miami,Florida,33137,25.8176121,-80.1887734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Baumann Cosmetic and Research Institute, Miami, Florida 33137",Design Dermatology and Aesthetics,PHASE4,[],"[{'name': 'Pfizer CT.gov Call Center', 'affiliation': 'Pfizer', 'role': 'STUDY_DIRECTOR'}]"
NCT06477172,RECRUITING,500.0,ESTIMATED,2025,All,1,1,1,1,1,1,Bauman Medical,Boca Raton,Florida,33432,26.3367931,-80.0896151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bauman Medical, Boca Raton, Florida 33432",Bauman Medical,N/A,"[{'name': 'Lisa Campbell, PhD', 'role': 'CONTACT', 'phone': '858-997-7447', 'email': 'lisa.campbell@acorn.me'}]","[{'name': 'Drew Taylor, PhD', 'affiliation': 'Acorn Biolabs', 'role': 'STUDY_CHAIR'}]"
NCT05365360,RECRUITING,50.0,ESTIMATED,2024,All,1,1,1,1,1,1,Banner University Dermatology,Tucson,Arizona,85719,32.3364793,-110.9469846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Banner University Dermatology, Tucson, Arizona 85719",Banner - University Medicine Multispecialty Services Clinic,NA,"[{'name': 'Patrick Jedlowski, MD', 'role': 'CONTACT', 'phone': '(520) 694-8888', 'email': 'pjedlowski@email.arizona.edi'}]",[]
NCT06436261,COMPLETED,20.0,ACTUAL,2024,I-III,1,1,1,0,0,0,AYA™ Medical Spa,Atlanta,Georgia,30305,33.8381819,-84.3747607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AYA™ Medical Spa, Atlanta, Georgia 30305",AYA Medical Spa Buckhead,NA,[],"[{'name': 'Jay Burns, MD', 'affiliation': 'Resurrect Skin MD', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'James Namnoum, MD', 'affiliation': 'AYA™ Medical Spa', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,Axon Clinical Research,Inglewood,California,90301,33.9494043,-118.3477243,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Axon Clinical Research, Inglewood, California 90301",310 Clinical Research,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT02528552,UNKNOWN,80.0,ESTIMATED,2016,I-IV,1,1,1,1,0,0,Axis Clinical Tirals,Los Angeles,California,90036,34.0622565,-118.3551688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Axis Clinical Tirals, Los Angeles, California 90036",Axis Clinical Trials: Hazan Lydie L MD,PHASE2,[],[]
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,Avance Clinical Trials Inc,Laguna Niguel,California,92677,33.5701024,-117.7142921,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Avance Clinical Trials Inc, Laguna Niguel, California 92677",Avance Clinical Trials,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT06477172,RECRUITING,500.0,ESTIMATED,2025,All,1,1,1,1,1,1,Austin Plastic Surgeon,Austin,Texas,78758,30.3907361,-97.7226183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Plastic Surgeon, Austin, Texas 78758",Austin Plastic Surgeon,N/A,"[{'name': 'Lisa Campbell, PhD', 'role': 'CONTACT', 'phone': '858-997-7447', 'email': 'lisa.campbell@acorn.me'}]","[{'name': 'Drew Taylor, PhD', 'affiliation': 'Acorn Biolabs', 'role': 'STUDY_CHAIR'}]"
NCT04738734,COMPLETED,150.0,ACTUAL,2023,"I, II, III, IV",1,1,1,1,0,0,"Austin Institute for Clinical Research, Inc.",Houston,Texas,77056,29.746145,-95.473489,0.0,12.0,0.0,4.0,274.0,4.0,6.0,"Austin Institute for Clinical Research, Inc., Houston, Texas 77056",AICR (Austin Institute of Clinical Research) at SBA Dermatology,NA,[],"[{'name': 'Richard Nuccitelli, PhD', 'affiliation': 'Pulse Biosciences, Inc.', 'role': 'STUDY_CHAIR'}]"
NCT04738734,COMPLETED,150.0,ACTUAL,2023,"I, II, III, IV",1,1,1,1,0,0,"Austin Institute for Clinical Research, Inc.",Pflugerville,Texas,78550,30.4558524,-97.6059979,0.0,12.0,0.0,4.0,274.0,4.0,6.0,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78550",AICR (Austin Institute for Clinical Research) at Pflugerville,NA,[],"[{'name': 'Richard Nuccitelli, PhD', 'affiliation': 'Pulse Biosciences, Inc.', 'role': 'STUDY_CHAIR'}]"
NCT05908825,COMPLETED,34.0,ACTUAL,2024,I-VI,1,1,1,1,1,1,"Austin Institute for Clinical Research, Inc.",Pflugerville,Texas,78660,30.4558524,-97.6059979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78660",AICR (Austin Institute for Clinical Research) at Pflugerville,NA,[],"[{'name': 'Edward Lain, MD, MBA', 'affiliation': 'Austin Institute for Clinical Research', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05932732,COMPLETED,27.0,ACTUAL,2024,I-VI,1,1,1,1,1,1,"Austin Institute for Clinical Research, Inc.",Houston,Texas,77056,29.746145,-95.473489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research, Inc., Houston, Texas 77056",AICR (Austin Institute of Clinical Research) at SBA Dermatology,PHASE4,[],"[{'name': 'Edward Lain, MD, MBA', 'affiliation': 'Austin Institute for Clinical Research', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05932732,COMPLETED,27.0,ACTUAL,2024,I-VI,1,1,1,1,1,1,"Austin Institute for Clinical Research, Inc.",Pflugerville,Texas,78660,30.4558524,-97.6059979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78660",AICR (Austin Institute for Clinical Research) at Pflugerville,PHASE4,[],"[{'name': 'Edward Lain, MD, MBA', 'affiliation': 'Austin Institute for Clinical Research', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT06376110,RECRUITING,10.0,ESTIMATED,2024,All,1,1,1,1,1,1,"Austin Institute for Clinical Research, Inc.",Pflugerville,Texas,78660,30.4558524,-97.6059979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research, Inc., Pflugerville, Texas 78660",AICR (Austin Institute for Clinical Research) at Pflugerville,NA,"[{'name': 'Alexsandra Scholler, BS', 'role': 'CONTACT', 'phone': '5122792545', 'email': 'iitcoordinator@atxresearch.com'}, {'name': 'Celeste Katona, BA', 'role': 'CONTACT', 'phone': '5122792545', 'email': 'ckatona@atxresearch.com'}]","[{'name': 'Edward Lain, MD, MBA', 'affiliation': 'Austin Institute for Clinical Research', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03818555,UNKNOWN,125.0,ESTIMATED,2020,"I, II, III",1,1,1,0,0,0,Austin Institute for Clinical Research - Pflugerville,Pflugerville,Texas,78660,30.4558524,-97.6059979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research - Pflugerville, Pflugerville, Texas 78660",AICR (Austin Institute for Clinical Research) at Pflugerville,NA,[],"[{'name': 'VP, Clinical & Regulatory Affairs', 'affiliation': 'Sebacia, Inc.', 'role': 'STUDY_DIRECTOR'}]"
NCT03818555,UNKNOWN,125.0,ESTIMATED,2020,"I, II, III",1,1,1,0,0,0,Austin Institute for Clinical Research - Central,Austin,Texas,78705,30.4558524,-97.6059979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research - Central, Austin, Texas 78705",AICR (Austin Institute for Clinical Research) at Pflugerville,NA,[],"[{'name': 'VP, Clinical & Regulatory Affairs', 'affiliation': 'Sebacia, Inc.', 'role': 'STUDY_DIRECTOR'}]"
NCT02217228,COMPLETED,394.0,ACTUAL,2017,"I, II, III",1,1,1,0,0,0,Austin Institute for Clinical Research,Pflugerville,Texas,78660,30.4558524,-97.6059979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin Institute for Clinical Research, Pflugerville, Texas 78660",AICR (Austin Institute for Clinical Research) at Pflugerville,NA,[],[]
NCT06651476,RECRUITING,36.0,ESTIMATED,2025,I-III,1,1,1,0,0,0,Atrium Health Wake Forest Baptist Medical Center,Winston-Salem,North Carolina,27157,36.0898395,-80.26858969999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Atrium Health Wake Forest Baptist Medical Center, Winston-Salem, North Carolina 27157",Atrium Health Wake Forest Baptist Medical Center,PHASE2,"[{'name': 'Regina Curry, RN', 'role': 'CONTACT', 'phone': '336-716-4294', 'email': 'recurry@wakehealth.edu'}]","[{'name': 'James C Eisenach, M.D.', 'affiliation': 'Wake Forest University Health Sciences', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
